Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1972723,4/14/2015 14:23,4/14/2015 14:21,917650,185365300,917650,202,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972723/SRR1972723.sralite.1,SRX994000,G4193.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908672,SAMN03253902,simple,186538,Zaire ebolavirus,G4193.1,,,,,,,no,,,,,BI,SRA178666,,public,EC2E68CDD45E5E69BA16A9EE8744D94B,739743044B3A4F4C1255EC75EF3B6B98
SRR1972724,4/14/2015 14:23,4/14/2015 14:20,1649068,333111736,1649068,202,181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972724/SRR1972724.sralite.1,SRX994001,G4200.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908671,SAMN03253903,simple,186538,Zaire ebolavirus,G4200.1,,,,,,,no,,,,,BI,SRA178666,,public,B69345977AB356EFAB54C1AE500A4165,BBA551902DF54F56AEB9A3E8A8A09064
SRR1972725,4/14/2015 14:23,4/14/2015 14:20,1033451,208757102,1033451,202,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972725/SRR1972725.sralite.1,SRX994002,G4201.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908670,SAMN03253904,simple,186538,Zaire ebolavirus,G4201.1,,,,,,,no,,,,,BI,SRA178666,,public,C15B6777D4418D6DE1DC996BBEC06944,18BAE01D7061403D5CB8C1BD43E5BD82
SRR1972726,4/14/2015 14:23,4/14/2015 14:20,145603,29411806,145603,202,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972726/SRR1972726.sralite.1,SRX994003,G4202.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908669,SAMN03253905,simple,186538,Zaire ebolavirus,G4202.1,,,,,,,no,,,,,BI,SRA178666,,public,2032F8B34C903573C9879563CB31F588,F85C862EA9266A6979C68303216AC97C
SRR1972727,4/14/2015 14:23,4/14/2015 14:20,327600,66175200,327600,202,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972727/SRR1972727.sralite.1,SRX994004,G4204.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908668,SAMN03253906,simple,186538,Zaire ebolavirus,G4204.1,,,,,,,no,,,,,BI,SRA178666,,public,BC264F6AA6ABB31801B3890838993E17,62C4AA791CF6C44FDF58308D398EB79B
SRR1972728,4/14/2015 14:23,4/14/2015 14:20,173616,35070432,173616,202,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972728/SRR1972728.sralite.1,SRX994005,G4209.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908667,SAMN03253907,simple,186538,Zaire ebolavirus,G4209.1,,,,,,,no,,,,,BI,SRA178666,,public,E8DA30F2F1DF9B76C6F48A74EC3F535B,6C49CFCF09BD72C9857599227FB67518
SRR1972729,4/14/2015 14:23,4/14/2015 14:20,310804,62782408,310804,202,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972729/SRR1972729.sralite.1,SRX994006,G4213.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908666,SAMN03253908,simple,186538,Zaire ebolavirus,G4213.1,,,,,,,no,,,,,BI,SRA178666,,public,2B89CD642C720251143E9F9B90226BD5,CA899DEBB2B6F0DEEA670E806ECBC076
SRR1972730,4/14/2015 14:23,4/14/2015 14:20,294219,59432238,294219,202,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972730/SRR1972730.sralite.1,SRX994007,G4216.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908665,SAMN03253909,simple,186538,Zaire ebolavirus,G4216.1,,,,,,,no,,,,,BI,SRA178666,,public,48625907C8F96F0B76BFF842524F8009,5170636AFC0EDB21A1D07C6221E8B59B
SRR1972731,4/14/2015 14:23,4/14/2015 14:20,622868,125819336,622868,202,71,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972731/SRR1972731.sralite.1,SRX994008,G4217.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908663,SAMN03253910,simple,186538,Zaire ebolavirus,G4217.1,,,,,,,no,,,,,BI,SRA178666,,public,274ADCE3FEB1F98196F615B06479E889,0E83A12F6EC029A0D204A26D4F06076A
SRR1972732,4/14/2015 14:22,4/14/2015 14:20,272242,54992884,272242,202,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972732/SRR1972732.sralite.1,SRX994009,G4220.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908664,SAMN03253911,simple,186538,Zaire ebolavirus,G4220.2,,,,,,,no,,,,,BI,SRA178666,,public,AB30218E4882DEB21222F8B62F4E9CC5,365788750F531BF18DEDCF837E2E316E
SRR1972733,4/14/2015 14:22,4/14/2015 14:21,1052067,212517534,1052067,202,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972733/SRR1972733.sralite.1,SRX994010,G4221.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908662,SAMN03253912,simple,186538,Zaire ebolavirus,G4221.1,,,,,,,no,,,,,BI,SRA178666,,public,24865E453948026D3BCEC54A995C4DA8,19B2E74C6F4CC57DC3C9A9E021199130
SRR1972734,4/14/2015 14:20,4/14/2015 14:19,599777,121154954,599777,202,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972734/SRR1972734.sralite.1,SRX994011,G4235.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908661,SAMN03253914,simple,186538,Zaire ebolavirus,G4235.1,,,,,,,no,,,,,BI,SRA178666,,public,5488CBF53B7F2FDD7A06AE6520F39114,0C311D4F8B68F553CEE3EFE24AA4A7B9
SRR1972735,4/14/2015 14:21,4/14/2015 14:19,4217728,851981056,4217728,202,483,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972735/SRR1972735.sralite.1,SRX994012,G4236.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908660,SAMN03253915,simple,186538,Zaire ebolavirus,G4236.1,,,,,,,no,,,,,BI,SRA178666,,public,90B33C7550DA6AB0C0B5ED619A427C7F,99CE0E0EFF0463487D99781A123440E9
SRR1972736,4/14/2015 14:21,4/14/2015 14:19,144896,29268992,144896,202,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972736/SRR1972736.sralite.1,SRX994013,G4238.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908659,SAMN03253916,simple,186538,Zaire ebolavirus,G4238.1,,,,,,,no,,,,,BI,SRA178666,,public,91B3BCD240687FBE50A421FD67F3A34E,79171779D09D6678DFD4C391C7547371
SRR1972737,4/14/2015 14:20,4/14/2015 14:19,720344,145509488,720344,202,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972737/SRR1972737.sralite.1,SRX994014,G4250.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908658,SAMN03253917,simple,186538,Zaire ebolavirus,G4250.1,,,,,,,no,,,,,BI,SRA178666,,public,6F4BC88D55573A04BA1C93BF02CFDB1C,F3AC83C3E4558BDAECAC3525416CFB86
SRR1972738,4/14/2015 14:20,4/14/2015 14:18,541774,109438348,541774,202,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972738/SRR1972738.sralite.1,SRX994015,G4251.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908657,SAMN03253918,simple,186538,Zaire ebolavirus,G4251.1,,,,,,,no,,,,,BI,SRA178666,,public,91B5209CB844210CFBD6AF425559D249,366BCE71482BFF500D90B757F176018C
SRR1972739,4/14/2015 14:20,4/14/2015 14:18,758337,153184074,758337,202,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972739/SRR1972739.sralite.1,SRX994016,G4252.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908656,SAMN03253919,simple,186538,Zaire ebolavirus,G4252.1,,,,,,,no,,,,,BI,SRA178666,,public,A031F28D38FB3A51635B7575C156DBFE,127668BCC30D3819359CA8EF498AB7CF
SRR1972740,4/14/2015 14:18,4/14/2015 14:16,122472,24739344,122472,202,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972740/SRR1972740.sralite.1,SRX994017,G4253.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908655,SAMN03253920,simple,186538,Zaire ebolavirus,G4253.1,,,,,,,no,,,,,BI,SRA178666,,public,0DEFC663C142F26B35DAC72547EEA3F0,87FEE81420E6A0E5EF49F270096D4FA9
SRR1972741,4/14/2015 14:18,4/14/2015 14:16,880525,177866050,880525,202,100,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972741/SRR1972741.sralite.1,SRX994018,G4254.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908653,SAMN03253921,simple,186538,Zaire ebolavirus,G4254.1,,,,,,,no,,,,,BI,SRA178666,,public,A15969CFDEDE6D7BCC733F7A82E5ECA4,9A8FDEFF339239121ABDAAFB249E4F98
SRR1972742,4/14/2015 14:17,4/14/2015 14:16,673145,135975290,673145,202,76,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972742/SRR1972742.sralite.1,SRX994019,G4255.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908654,SAMN03253922,simple,186538,Zaire ebolavirus,G4255.1,,,,,,,no,,,,,BI,SRA178666,,public,37154FD7855255823AC4E535924DD6F7,DF5E16B02141B5CE2311BD871E82A28A
SRR1972743,4/14/2015 14:18,4/14/2015 14:16,1537728,310621056,1537728,202,178,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972743/SRR1972743.sralite.1,SRX994020,G4263.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908652,SAMN03253923,simple,186538,Zaire ebolavirus,G4263.1,,,,,,,no,,,,,BI,SRA178666,,public,452636DE44DF59D271601BE67F31988E,2D1BD4A69975843EA23F43DA0CF0BF16
SRR1972744,4/14/2015 14:18,4/14/2015 14:16,1352186,273141572,1352186,202,152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972744/SRR1972744.sralite.1,SRX994021,G4264.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908650,SAMN03253924,simple,186538,Zaire ebolavirus,G4264.1,,,,,,,no,,,,,BI,SRA178666,,public,8AF75F26C59CB20E6E13F06DFAB91DB9,736E653681EA48318CFC1497E72749DD
SRR1972745,4/14/2015 14:17,4/14/2015 14:16,154826,31274852,154826,202,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972745/SRR1972745.sralite.1,SRX994022,G4286.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908651,SAMN03253925,simple,186538,Zaire ebolavirus,G4286.1,,,,,,,no,,,,,BI,SRA178666,,public,212DEF3E389ABAA5FB51EDC45E7F7F40,92629EF21396DDD9D3E9F7A2C52C05B5
SRR1972746,4/14/2015 14:17,4/14/2015 14:16,321722,64987844,321722,202,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972746/SRR1972746.sralite.1,SRX994023,G4287.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908649,SAMN03253926,simple,186538,Zaire ebolavirus,G4287.1,,,,,,,no,,,,,BI,SRA178666,,public,01DC4CE4E8DDA50CF720B95282B9A220,4E1F31D86639AE1FE6052B2431841717
SRR1972747,4/14/2015 14:17,4/14/2015 14:16,383013,77368626,383013,202,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972747/SRR1972747.sralite.1,SRX994024,G4288.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908648,SAMN03253927,simple,186538,Zaire ebolavirus,G4288.1,,,,,,,no,,,,,BI,SRA178666,,public,9A99A351CFE57A7B1566FC4D63353778,925562B2B65F4DB283E50786F7B4F660
SRR1972748,4/14/2015 14:17,4/14/2015 14:16,529872,107034144,529872,202,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972748/SRR1972748.sralite.1,SRX994025,G4295.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908647,SAMN03253928,simple,186538,Zaire ebolavirus,G4295.1,,,,,,,no,,,,,BI,SRA178666,,public,EEDFCE2107BE75E11B149514E07AB922,11F5E6F6DE78E9FF29B1521DBDE88A64
SRR1972749,4/14/2015 14:17,4/14/2015 14:16,1308775,264372550,1308775,202,147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972749/SRR1972749.sralite.1,SRX994026,G4299.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908646,SAMN03253929,simple,186538,Zaire ebolavirus,G4299.1,,,,,,,no,,,,,BI,SRA178666,,public,09D1728585240A4968E4FFAE8669DAE7,7CCD4BD0869422C9087E1C6993D48BE9
SRR1972750,4/14/2015 14:16,4/14/2015 14:16,737210,148916420,737210,202,82,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972750/SRR1972750.sralite.1,SRX994027,G4300.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908645,SAMN03253930,simple,186538,Zaire ebolavirus,G4300.1,,,,,,,no,,,,,BI,SRA178666,,public,DA2D6411775FBEC50A6F649BB80FCFB2,58D14EF6E9F7FA974EDEFA0762996822
SRR1972751,4/14/2015 14:17,4/14/2015 14:16,537120,108498240,537120,202,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972751/SRR1972751.sralite.1,SRX994028,G4301.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908644,SAMN03253931,simple,186538,Zaire ebolavirus,G4301.1,,,,,,,no,,,,,BI,SRA178666,,public,BBD83E7848A0E9E750F91FC664ADA1DD,E93578C80BD5A74DE4CD0A9BB30E4966
SRR1972752,4/14/2015 14:16,4/14/2015 14:16,467455,94425910,467455,202,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972752/SRR1972752.sralite.1,SRX994029,G4312.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908643,SAMN03253932,simple,186538,Zaire ebolavirus,G4312.1,,,,,,,no,,,,,BI,SRA178666,,public,9A46766A3C5096682D54FA743514BD68,C763D688F5810AF47AECEA642830EB53
SRR1972753,4/14/2015 14:16,4/14/2015 14:14,289845,58548690,289845,202,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972753/SRR1972753.sralite.1,SRX994030,G4312.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908641,SAMN03253933,simple,186538,Zaire ebolavirus,G4312.2,,,,,,,no,,,,,BI,SRA178666,,public,8ABCD4BEB0427A25DEAD8BFB65CE1991,891DDCACBABC6AF07486CF4B7F65DD97
SRR1972754,4/14/2015 14:17,4/14/2015 14:14,1990963,402174526,1990963,202,225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972754/SRR1972754.sralite.1,SRX994031,G4316.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908642,SAMN03253934,simple,186538,Zaire ebolavirus,G4316.1,,,,,,,no,,,,,BI,SRA178666,,public,690796556FD0BE4A24577A4300E01018,D6D9EB8D3DE5E1817BD530B12250337F
SRR1972755,4/14/2015 14:16,4/14/2015 14:14,496413,100275426,496413,202,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972755/SRR1972755.sralite.1,SRX994032,G4322.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908640,SAMN03253935,simple,186538,Zaire ebolavirus,G4322.1,,,,,,,no,,,,,BI,SRA178666,,public,B84FCD256BA4225563A64F197DB93F1D,76FDF769185B87253AB73D7CC6232437
SRR1972756,4/14/2015 14:17,4/14/2015 14:14,1943871,392661942,1943871,202,220,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972756/SRR1972756.sralite.1,SRX994033,G4323.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908639,SAMN03253936,simple,186538,Zaire ebolavirus,G4323.2,,,,,,,no,,,,,BI,SRA178666,,public,3F494F9072A114D71349568C4D17AB65,88F92F15541405B5809106E626F2BB40
SRR1972757,4/14/2015 14:17,4/14/2015 14:14,1462837,295493074,1462837,202,160,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972757/SRR1972757.sralite.1,SRX994034,G4324.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908638,SAMN03253937,simple,186538,Zaire ebolavirus,G4324.1,,,,,,,no,,,,,BI,SRA178666,,public,122D24CB51D3C9FA013542FE7479D776,E86449E90FCF951D32D716825BD508BB
SRR1972758,4/14/2015 14:17,4/14/2015 14:14,1520227,307085854,1520227,202,169,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972758/SRR1972758.sralite.1,SRX994035,G4325.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908637,SAMN03253938,simple,186538,Zaire ebolavirus,G4325.1,,,,,,,no,,,,,BI,SRA178666,,public,4B5103E35C689A609E70526CBAE8C7E2,A304BE1E8A7A14A4E294E58334E66682
SRR1972759,4/14/2015 14:17,4/14/2015 14:14,752343,151973286,752343,202,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972759/SRR1972759.sralite.1,SRX994036,G4328.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908636,SAMN03253939,simple,186538,Zaire ebolavirus,G4328.1,,,,,,,no,,,,,BI,SRA178666,,public,B5327EA51E4E296E9C2B39A91C5E8267,D9F0E140A99A4DC99E365BC53B41D864
SRR1972760,4/14/2015 14:17,4/14/2015 14:14,1195366,241463932,1195366,202,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972760/SRR1972760.sralite.1,SRX994037,G4329.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908635,SAMN03253940,simple,186538,Zaire ebolavirus,G4329.1,,,,,,,no,,,,,BI,SRA178666,,public,6E27026116F1E958C082BCFDA371F937,6EEE0665C4CF156D0AB8B90FE500EDD6
SRR1972761,4/14/2015 14:16,4/14/2015 14:14,514376,103903952,514376,202,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972761/SRR1972761.sralite.1,SRX994038,G4330.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908634,SAMN03253941,simple,186538,Zaire ebolavirus,G4330.1,,,,,,,no,,,,,BI,SRA178666,,public,19692CC7ABF2468486FC4A47F6031C8E,CFA150D0360355183EEA737F712B4CA5
SRR1972762,4/14/2015 14:16,4/14/2015 14:14,697565,140908130,697565,202,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972762/SRR1972762.sralite.1,SRX994039,G4332.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908633,SAMN03253942,simple,186538,Zaire ebolavirus,G4332.1,,,,,,,no,,,,,BI,SRA178666,,public,E3C72AC99A2FD6450FBC74AC55CE493B,39C4449655F9E079B15EA9AB30DBEFCD
SRR1972763,4/14/2015 14:16,4/14/2015 14:14,1022632,206571664,1022632,202,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972763/SRR1972763.sralite.1,SRX994040,G4333.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908632,SAMN03253943,simple,186538,Zaire ebolavirus,G4333.1,,,,,,,no,,,,,BI,SRA178666,,public,64D25DDD04CEED3FD87AB7DD670B2600,B2B8B5C019C024E9548E4D88A67CC154
SRR1972764,4/14/2015 14:17,4/14/2015 14:14,1485261,300022722,1485261,202,158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972764/SRR1972764.sralite.1,SRX994041,G4334.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908630,SAMN03253944,simple,186538,Zaire ebolavirus,G4334.1,,,,,,,no,,,,,BI,SRA178666,,public,577DC8A0493271072EF183E3400948C0,2726A497FF030D46A1B378F2BF72FFF9
SRR1972765,4/14/2015 14:16,4/14/2015 14:14,1119897,226219194,1119897,202,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/972/SRR1972765/SRR1972765.sralite.1,SRX994042,G4337.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908631,SAMN03253945,simple,186538,Zaire ebolavirus,G4337.1,,,,,,,no,,,,,BI,SRA178666,,public,ECBA27F57EAE3046135C35B7C3B67808,83318686132CD67E3618B811A3F26EF8
